nome,email,regione,provincia,sito,telefono,url_fonte
Tenuta Carretta,t.carretta@tenutacarretta.it,Piemonte,Cuneo,https://api.whatsapp.com/send?text=Tenuta+Carretta %0A%0A https://www.bereilvino.it/cantina/tenuta-carretta/,,https://www.bereilvino.it/cantina/tenuta-carretta/
Tenuta Casa Dei,info@tenutacasadei.it,Toscana,Firenze,https://api.whatsapp.com/send?text=Tenuta+Casa+Dei %0A%0A https://www.bereilvino.it/cantina/tenuta-casa-dei/,,https://www.bereilvino.it/cantina/tenuta-casa-dei/
Tenuta Casa Dei,info@tenutacasadei.it,Toscana,Firenze,https://api.whatsapp.com/send?text=Tenuta+Casa+Dei %0A%0A https://www.bereilvino.it/cantina/tenuta-casa-dei/,,https://www.bereilvino.it/cantina/tenuta-casa-dei/
Tenuta Casale Milli,info@tenutacasalemilli.it,Umbria,Terni,https://api.whatsapp.com/send?text=Tenuta+Casale+Milli %0A%0A https://www.bereilvino.it/cantina/tenuta-casale-milli/,,https://www.bereilvino.it/cantina/tenuta-casale-milli/
Tenuta Casali,info@tenutacasali.it,Emilia Romagna,Forli Cesena,https://api.whatsapp.com/send?text=Tenuta+Casali %0A%0A https://www.bereilvino.it/cantina/tenuta-casali/,,https://www.bereilvino.it/cantina/tenuta-casali/
Tenuta Casalpriore,info@casalpriore.it,Emilia Romagna,Reggio Emilia,https://api.whatsapp.com/send?text=Tenuta+Casalpriore %0A%0A https://www.bereilvino.it/cantina/tenuta-casalpriore/,,https://www.bereilvino.it/cantina/tenuta-casalpriore/
Tenuta Casciani,info@tenutacasciani.com,Lazio,Viterbo,https://api.whatsapp.com/send?text=Tenuta+Casciani %0A%0A https://www.bereilvino.it/cantina/tenuta-casciani/,,https://www.bereilvino.it/cantina/tenuta-casciani/
Tenuta Cassetti,info@tenutacassetti.it,Lombardia,Brescia,https://api.whatsapp.com/send?text=Tenuta+Cassetti %0A%0A https://www.bereilvino.it/cantina/tenuta-cassetti/,,https://www.bereilvino.it/cantina/tenuta-cassetti/
Tenuta Castello di Razzano,info@castellodirazzano.it,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Tenuta+Castello+di+Razzano %0A%0A https://www.bereilvino.it/cantina/tenuta-castello-di-razzano/,,https://www.bereilvino.it/cantina/tenuta-castello-di-razzano/
Tenuta Cavalier Pepe,info@tenutacavalierpepe.it,Campania,Avellino,https://api.whatsapp.com/send?text=Tenuta+Cavalier+Pepe %0A%0A https://www.bereilvino.it/cantina/tenuta-cavalier-pepe/,,https://www.bereilvino.it/cantina/tenuta-cavalier-pepe/
Tenuta Cavalier Pepe,info@tenutacavalierpepe.it,Campania,Avellino,https://api.whatsapp.com/send?text=Tenuta+Cavalier+Pepe %0A%0A https://www.bereilvino.it/cantina/tenuta-cavalier-pepe/,,https://www.bereilvino.it/cantina/tenuta-cavalier-pepe/
Tenuta Celimarro,tenuta@celimarro.it,Calabria,Cosenza,https://api.whatsapp.com/send?text=Tenuta+Celimarro %0A%0A https://www.bereilvino.it/cantina/tenuta-celimarro/,,https://www.bereilvino.it/cantina/tenuta-celimarro/
Tenuta Chevalier,valpolicellaclassica@gmail.com,Veneto,Verona,https://api.whatsapp.com/send?text=Tenuta+Chevalier %0A%0A https://www.bereilvino.it/cantina/tenuta-chevalier/,,https://www.bereilvino.it/cantina/tenuta-chevalier/
Tenuta Cipressi,info@duchidicastelluccio.it,Abruzzo,Pescara,https://api.whatsapp.com/send?text=Tenuta+Cipressi+%E2%80%93+Duchi+di+Castelluccio %0A%0A https://www.bereilvino.it/cantina/tenuta-cipressi-duchi-di-castelluccio/,,https://www.bereilvino.it/cantina/tenuta-cipressi-duchi-di-castelluccio/
Tenuta Cocci Grifoni,info@tenutacoccigrifoni.it,Marche,Ascoli Piceno,https://api.whatsapp.com/send?text=Tenuta+Cocci+Grifoni %0A%0A https://www.bereilvino.it/cantina/tenuta-cocci-grifoni/,,https://www.bereilvino.it/cantina/tenuta-cocci-grifoni/
Tenuta Cocci Grifoni,info@tenutacoccigrifoni.it,Marche,Ascoli Piceno,https://api.whatsapp.com/send?text=Tenuta+Cocci+Grifoni %0A%0A https://www.bereilvino.it/cantina/tenuta-cocci-grifoni/,,https://www.bereilvino.it/cantina/tenuta-cocci-grifoni/
Tenuta Col D&#039;Orcia,info@coldorcia.it,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+Col+D%E2%80%99Orcia %0A%0A https://www.bereilvino.it/cantina/tenuta-col-dorcia/,,https://www.bereilvino.it/cantina/tenuta-col-dorcia/
Tenuta Colombarola,info@tenutacolombarola.com,Emilia Romagna,Piacenza,https://api.whatsapp.com/send?text=Tenuta+Colombarola %0A%0A https://www.bereilvino.it/cantina/tenuta-colombarola/,,https://www.bereilvino.it/cantina/tenuta-colombarola/
Tenuta Colpaola,info@colpaola.it,Marche,Macerata,https://api.whatsapp.com/send?text=Tenuta+Colpaola %0A%0A https://www.bereilvino.it/cantina/tenuta-colpaola/,,https://www.bereilvino.it/cantina/tenuta-colpaola/
Tenuta Coppadoro,info@tenutacoppadoro.it,Puglia,Foggia,https://api.whatsapp.com/send?text=Tenuta+Coppadoro %0A%0A https://www.bereilvino.it/cantina/tenuta-coppadoro/,,https://www.bereilvino.it/cantina/tenuta-coppadoro/
Tenuta Corini,tenutacorini@yahoo.it,Umbria,Terni,https://api.whatsapp.com/send?text=Tenuta+Corini %0A%0A https://www.bereilvino.it/cantina/tenuta-corini/,,https://www.bereilvino.it/cantina/tenuta-corini/
Tenuta Corte Pavone,lo@cker.it,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+Corte+Pavone+%E2%80%93+Loacker %0A%0A https://www.bereilvino.it/cantina/tenuta-corte-pavone-loacker/,,https://www.bereilvino.it/cantina/tenuta-corte-pavone-loacker/
Tenuta Crocedimezzo,crocedimezzo@crocedimezzo.com,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+Crocedimezzo %0A%0A https://www.bereilvino.it/cantina/tenuta-crocedimezzo/,,https://www.bereilvino.it/cantina/tenuta-crocedimezzo/
Tenuta Croci,croci@vinicroci.com,Emilia Romagna,Piacenza,https://api.whatsapp.com/send?text=Tenuta+Croci %0A%0A https://www.bereilvino.it/cantina/tenuta-croci/,,https://www.bereilvino.it/cantina/tenuta-croci/
Tenuta Dalle Ore,info@dalleore.it,Veneto,Vicenza,https://api.whatsapp.com/send?text=Tenuta+Dalle+Ore %0A%0A https://www.bereilvino.it/cantina/tenuta-dalle-ore/,,https://www.bereilvino.it/cantina/tenuta-dalle-ore/
Tenuta De Angelis,info@tenutadeangelis.it,Marche,Ascoli Piceno,https://api.whatsapp.com/send?text=Tenuta+De+Angelis %0A%0A https://www.bereilvino.it/cantina/tenuta-de-angelis/,,https://www.bereilvino.it/cantina/tenuta-de-angelis/
Tenuta Di Vaira,info@tenutadivaira.com,Toscana,Livorno,https://api.whatsapp.com/send?text=Tenuta+Di+Vaira %0A%0A https://www.bereilvino.it/cantina/tenuta-di-vaira/,,https://www.bereilvino.it/cantina/tenuta-di-vaira/
Tenuta Diavoletto,info@tenutadiavoletto.com,Emilia Romagna,Forli Cesena,https://api.whatsapp.com/send?text=Tenuta+Diavoletto %0A%0A https://www.bereilvino.it/cantina/tenuta-diavoletto/,,https://www.bereilvino.it/cantina/tenuta-diavoletto/
Tenuta Dondaia,info@tenutatondaia.com,Toscana,Grosseto,https://api.whatsapp.com/send?text=Tenuta+Dondaia %0A%0A https://www.bereilvino.it/cantina/tenuta-dondaia/,,https://www.bereilvino.it/cantina/tenuta-dondaia/
Tenuta Dornach,info@ansitzdornach.it,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Tenuta+Dornach %0A%0A https://www.bereilvino.it/cantina/tenuta-dornach/,,https://www.bereilvino.it/cantina/tenuta-dornach/
Tenuta Ebner,info@weingutebner.it,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Tenuta+Ebner %0A%0A https://www.bereilvino.it/cantina/tenuta-ebner/,,https://www.bereilvino.it/cantina/tenuta-ebner/
Tenuta Enza La Fauci,enza.lafauci@virgilio.it,Sicilia,Messina,https://api.whatsapp.com/send?text=Tenuta+Enza+La+Fauci %0A%0A https://www.bereilvino.it/cantina/tenuta-enza-la-fauci/,,https://www.bereilvino.it/cantina/tenuta-enza-la-fauci/
Tenuta Fabbrucciano,marcocec80@gmail.com,Umbria,Terni,https://api.whatsapp.com/send?text=Tenuta+Fabbrucciano %0A%0A https://www.bereilvino.it/cantina/tenuta-fabbrucciano/,,https://www.bereilvino.it/cantina/tenuta-fabbrucciano/
Tenuta Fanti,info@tenutafanti.it,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+Fanti %0A%0A https://www.bereilvino.it/cantina/tenuta-fanti/,,https://www.bereilvino.it/cantina/tenuta-fanti/
Tenuta Fernanda Cappello,info@fernandacappello.it,Friuli Venezia Giulia,Pordenone,https://api.whatsapp.com/send?text=Tenuta+Fernanda+Cappello %0A%0A https://www.bereilvino.it/cantina/tenuta-fernanda-cappello/,,https://www.bereilvino.it/cantina/tenuta-fernanda-cappello/
Tenuta Ferraia,quality@robertomanara.it,Emilia Romagna,Piacenza,https://api.whatsapp.com/send?text=Tenuta+Ferraia %0A%0A https://www.bereilvino.it/cantina/tenuta-ferraia/,,https://www.bereilvino.it/cantina/tenuta-ferraia/
Tenuta Ferrata,info@tenutaferrata.it,Sicilia,Catania,https://api.whatsapp.com/send?text=Tenuta+Ferrata %0A%0A https://www.bereilvino.it/cantina/tenuta-ferrata/,,https://www.bereilvino.it/cantina/tenuta-ferrata/
Tenuta Fertuna,info@fertuna.it,Toscana,Grosseto,https://api.whatsapp.com/send?text=Tenuta+Fertuna %0A%0A https://www.bereilvino.it/cantina/tenuta-fertuna/,,https://www.bereilvino.it/cantina/tenuta-fertuna/
Tenuta Folesano,info@folesano.it,Emilia Romagna,Bologna,https://api.whatsapp.com/send?text=Tenuta+Folesano %0A%0A https://www.bereilvino.it/cantina/tenuta-folesano/,,https://www.bereilvino.it/cantina/tenuta-folesano/
Tenuta Fontana,info@tenutafontana.com,Campania,Benevento,https://api.whatsapp.com/send?text=Tenuta+Fontana %0A%0A https://www.bereilvino.it/cantina/tenuta-fontana/,,https://www.bereilvino.it/cantina/tenuta-fontana/
Tenuta Galvana Superiore,info@vinigalvanasuperiore.com,Emilia Romagna,Modena,https://api.whatsapp.com/send?text=Tenuta+Galvana+Superiore %0A%0A https://www.bereilvino.it/cantina/tenuta-galvana-superiore/,,https://www.bereilvino.it/cantina/tenuta-galvana-superiore/
Tenuta Garetto,visitegaretto@gagliardo.it,Piemonte,Asti,https://api.whatsapp.com/send?text=Tenuta+Garetto %0A%0A https://www.bereilvino.it/cantina/tenuta-garetto/,,https://www.bereilvino.it/cantina/tenuta-garetto/
Tenuta Gatti,info@tenutagatti.com,Sicilia,Messina,https://api.whatsapp.com/send?text=Tenuta+Gatti %0A%0A https://www.bereilvino.it/cantina/tenuta-gatti/,,https://www.bereilvino.it/cantina/tenuta-gatti/
Tenuta Giostra Reitano,info@tenutarasocolmo.com,Sicilia,Messina,https://api.whatsapp.com/send?text=Tenuta+Rasocolmo %0A%0A https://www.bereilvino.it/cantina/tenuta-rasocolmo/,,https://www.bereilvino.it/cantina/tenuta-rasocolmo/
Tenuta Giustini,info@tenutagiustini.it,Puglia,Taranto,https://api.whatsapp.com/send?text=Tenuta+Giustini %0A%0A https://www.bereilvino.it/cantina/tenuta-giustini/,,https://www.bereilvino.it/cantina/tenuta-giustini/
Tenuta Grillo,info@tenutagrillo.it,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Tenuta+Grillo %0A%0A https://www.bereilvino.it/cantina/tenuta-grillo/,,https://www.bereilvino.it/cantina/tenuta-grillo/
Tenuta Grimani,info@tenutagrimani.com,Veneto,Verona,https://api.whatsapp.com/send?text=Tenuta+Grimani %0A%0A https://www.bereilvino.it/cantina/tenuta-grimani/,,https://www.bereilvino.it/cantina/tenuta-grimani/
Tenuta Guardastelle,info@guardastelle.com,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+Guardastelle %0A%0A https://www.bereilvino.it/cantina/tenuta-guardastelle/,,https://www.bereilvino.it/cantina/tenuta-guardastelle/
Tenuta Il Corno,amministrazione@tenutailcorno.com,Toscana,Firenze,https://api.whatsapp.com/send?text=Tenuta+Il+Corno %0A%0A https://www.bereilvino.it/cantina/tenuta-il-corno/,,https://www.bereilvino.it/cantina/tenuta-il-corno/
Tenuta Il Fontino,fontino@cometanet.it,Toscana,Grosseto,https://api.whatsapp.com/send?text=Tenuta+Il+Fontino %0A%0A https://www.bereilvino.it/cantina/tenuta-il-fontino/,,https://www.bereilvino.it/cantina/tenuta-il-fontino/
Tenuta Il Greppo,biondisanti@biondisanti.it,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+Il+Greppo+%E2%80%93+Biondi+Santi %0A%0A https://www.bereilvino.it/cantina/tenuta-il-greppo-biondi-santi/,,https://www.bereilvino.it/cantina/tenuta-il-greppo-biondi-santi/
Tenuta Iuzzolini,info@tenutaiuzzolini.it,Calabria,Crotone,https://api.whatsapp.com/send?text=Tenuta+Iuzzolini %0A%0A https://www.bereilvino.it/cantina/tenuta-iuzzolini/,,https://www.bereilvino.it/cantina/tenuta-iuzzolini/
Tenuta Klaus Lentsch,info@klauslentsch.eu,Trentino Alto Adige,Bolzano,https://api.whatsapp.com/send?text=Tenuta+Klaus+Lentsch %0A%0A https://www.bereilvino.it/cantina/tenuta-klaus-lentsch/,,https://www.bereilvino.it/cantina/tenuta-klaus-lentsch/
Tenuta L&#039;Armonia,hello@tenutalarmonia.com,Veneto,Vicenza,https://api.whatsapp.com/send?text=Tenuta+L%E2%80%99Armonia %0A%0A https://www.bereilvino.it/cantina/tenuta-larmonia/,,https://www.bereilvino.it/cantina/tenuta-larmonia/
Tenuta L&#039;Illuminata,info@lilluminata.it,Piemonte,Cuneo,https://api.whatsapp.com/send?text=Tenuta+L%E2%80%99Illuminata %0A%0A https://www.bereilvino.it/cantina/tenuta-lilluminata/,,https://www.bereilvino.it/cantina/tenuta-lilluminata/
Tenuta L&#039;Impostino,info@tenutaimpostino.it,Toscana,Grosseto,https://api.whatsapp.com/send?text=Tenuta+L%E2%80%99Impostino %0A%0A https://www.bereilvino.it/cantina/tenuta-limpostino/,,https://www.bereilvino.it/cantina/tenuta-limpostino/
Tenuta La Bertuzza,info@labertuzza.it,Emilia Romagna,Piacenza,https://api.whatsapp.com/send?text=Tenuta+La+Bertuzza %0A%0A https://www.bereilvino.it/cantina/tenuta-la-bertuzza/,,https://www.bereilvino.it/cantina/tenuta-la-bertuzza/
Tenuta La Braghina,labraghina@labraghina.it,Veneto,Venezia,https://api.whatsapp.com/send?text=Tenuta+La+Braghina %0A%0A https://www.bereilvino.it/cantina/tenuta-la-braghina/,,https://www.bereilvino.it/cantina/tenuta-la-braghina/
Tenuta La Ca&#039;,cantina@tenutalaca.it,Veneto,Verona,https://api.whatsapp.com/send?text=Tenuta+La+Ca%E2%80%99 %0A%0A https://www.bereilvino.it/cantina/tenuta-la-ca/,,https://www.bereilvino.it/cantina/tenuta-la-ca/
Tenuta La Favola,info@tenutalafavola.it,Sicilia,Siracusa,https://api.whatsapp.com/send?text=Tenuta+La+Favola %0A%0A https://www.bereilvino.it/cantina/tenuta-la-favola/,,https://www.bereilvino.it/cantina/tenuta-la-favola/
Tenuta La Ghiaia,info@tenutalaghiaia.it,Liguria,La Spezia,https://api.whatsapp.com/send?text=Tenuta+La+Ghiaia %0A%0A https://www.bereilvino.it/cantina/tenuta-la-ghiaia/,,https://www.bereilvino.it/cantina/tenuta-la-ghiaia/
Tenuta La Giustiniana,info@lagiustiniana.it,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Tenuta+La+Giustiniana %0A%0A https://www.bereilvino.it/cantina/tenuta-la-giustiniana/,,https://www.bereilvino.it/cantina/tenuta-la-giustiniana/
Tenuta La Macchia,info@tenutalamacchia.com,Toscana,Pisa,https://api.whatsapp.com/send?text=Tenuta+La+Macchia %0A%0A https://www.bereilvino.it/cantina/tenuta-la-macchia/,,https://www.bereilvino.it/cantina/tenuta-la-macchia/
Tenuta La Marchesa,info@tenutalamarchesa.it,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Tenuta+La+Marchesa %0A%0A https://www.bereilvino.it/cantina/tenuta-la-marchesa/,,https://www.bereilvino.it/cantina/tenuta-la-marchesa/
Tenuta La Meridiana,info@tenutalameridiana.com,Piemonte,Asti,https://api.whatsapp.com/send?text=Tenuta+La+Meridiana %0A%0A https://www.bereilvino.it/cantina/tenuta-la-meridiana/,,https://www.bereilvino.it/cantina/tenuta-la-meridiana/
Tenuta La Meridiana,info@tenutalameridiana.com,Piemonte,Asti,https://api.whatsapp.com/send?text=Tenuta+La+Meridiana %0A%0A https://www.bereilvino.it/cantina/tenuta-la-meridiana/,,https://www.bereilvino.it/cantina/tenuta-la-meridiana/
Tenuta La Mormoraia,info@mormoraia.it,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+La+Mormoraia %0A%0A https://www.bereilvino.it/cantina/tenuta-la-mormoraia/,,https://www.bereilvino.it/cantina/tenuta-la-mormoraia/
Tenuta La Novella,info@tenutalanovella.com,Toscana,Firenze,https://api.whatsapp.com/send?text=Tenuta+La+Novella %0A%0A https://www.bereilvino.it/cantina/tenuta-la-novella/,,https://www.bereilvino.it/cantina/tenuta-la-novella/
Tenuta La Pazzaglia,info@tenutalapazzaglia.it,Lazio,Viterbo,https://api.whatsapp.com/send?text=Tenuta+La+Pazzaglia %0A%0A https://www.bereilvino.it/cantina/tenuta-la-pazzaglia/,,https://www.bereilvino.it/cantina/tenuta-la-pazzaglia/
Tenuta La Piccola,info@tenutalapiccola.it,Emilia Romagna,Reggio Emilia,https://api.whatsapp.com/send?text=Tenuta+La+Piccola %0A%0A https://www.bereilvino.it/cantina/tenuta-la-piccola/,,https://www.bereilvino.it/cantina/tenuta-la-piccola/
Tenuta La Ponca,info@laponca.it,Friuli Venezia Giulia,Gorizia,https://api.whatsapp.com/send?text=Tenuta+La+Ponca %0A%0A https://www.bereilvino.it/cantina/tenuta-la-ponca/,,https://www.bereilvino.it/cantina/tenuta-la-ponca/
Tenuta La Presa,info@tenutalapresa.it,Veneto,Verona,https://api.whatsapp.com/send?text=Tenuta+La+Presa %0A%0A https://www.bereilvino.it/cantina/tenuta-la-presa/,,https://www.bereilvino.it/cantina/tenuta-la-presa/
Tenuta La Ratta,info@tenutalaratta.it,Emilia Romagna,Piacenza,https://api.whatsapp.com/send?text=Tenuta+La+Ratta %0A%0A https://www.bereilvino.it/cantina/tenuta-la-ratta/,,https://www.bereilvino.it/cantina/tenuta-la-ratta/
Tenuta La Riserva,info@tenutalariserva.it,Marche,Ascoli Piceno,https://api.whatsapp.com/send?text=Tenuta+La+Riserva %0A%0A https://www.bereilvino.it/cantina/tenuta-la-riserva/,,https://www.bereilvino.it/cantina/tenuta-la-riserva/
Tenuta La Tenaglia,info@latenaglia.com,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Tenuta+La+Tenaglia %0A%0A https://www.bereilvino.it/cantina/tenuta-la-tenaglia/,,https://www.bereilvino.it/cantina/tenuta-la-tenaglia/
Tenuta La Tenaglia,info@latenaglia.com,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Tenuta+La+Tenaglia %0A%0A https://www.bereilvino.it/cantina/tenuta-la-tenaglia/,,https://www.bereilvino.it/cantina/tenuta-la-tenaglia/
Tenuta La Viola,info@tenutalaviola.it,Emilia Romagna,Forli Cesena,https://api.whatsapp.com/send?text=Tenuta+La+Viola %0A%0A https://www.bereilvino.it/cantina/tenuta-la-viola/,,https://www.bereilvino.it/cantina/tenuta-la-viola/
Tenuta Lagala,info@lagala.it,Basilicata,Potenza,https://api.whatsapp.com/send?text=Tenuta+Lagala %0A%0A https://www.bereilvino.it/cantina/tenuta-lagala/,,https://www.bereilvino.it/cantina/tenuta-lagala/
Tenuta Le Mojole,info@lemojole.it,Lombardia,Bergamo,https://api.whatsapp.com/send?text=Tenuta+Le+Mojole %0A%0A https://www.bereilvino.it/cantina/tenuta-le-mojole/,,https://www.bereilvino.it/cantina/tenuta-le-mojole/
Tenuta Le Potazzine,tenuta@lepotazzine.it,Toscana,Siena,https://api.whatsapp.com/send?text=Tenuta+Le+Potazzine %0A%0A https://www.bereilvino.it/cantina/tenuta-le-potazzine/,,https://www.bereilvino.it/cantina/tenuta-le-potazzine/
Tenuta Le Querce,info@tenutalequerce.it,Basilicata,Potenza,https://api.whatsapp.com/send?text=Tenuta+Le+Querce %0A%0A https://www.bereilvino.it/cantina/tenuta-le-querce/,,https://www.bereilvino.it/cantina/tenuta-le-querce/
Tenuta Le Velette,info@levelette.it,Umbria,Terni,https://api.whatsapp.com/send?text=Tenuta+Le+Velette %0A%0A https://www.bereilvino.it/cantina/tenuta-le-velette/,,https://www.bereilvino.it/cantina/tenuta-le-velette/
Tenuta Licinia,laura@tenutalicinia.it,Toscana,Arezzo,https://api.whatsapp.com/send?text=Tenuta+Licinia %0A%0A https://www.bereilvino.it/cantina/tenuta-licinia/,,https://www.bereilvino.it/cantina/tenuta-licinia/
Tenuta Liliana Terroir,wine@tenutaliliana.com,Puglia,Lecce,https://api.whatsapp.com/send?text=Tenuta+Liliana+Terroir %0A%0A https://www.bereilvino.it/cantina/tenuta-liliana-terroir/,,https://www.bereilvino.it/cantina/tenuta-liliana-terroir/
Tenuta Luisa,info@tenutaluisa.it,Friuli Venezia Giulia,Gorizia,https://api.whatsapp.com/send?text=Tenuta+Luisa %0A%0A https://www.bereilvino.it/cantina/tenuta-luisa/,,https://www.bereilvino.it/cantina/tenuta-luisa/
Tenuta Macconi,info@tenutamacconi.it,Sicilia,Ragusa,https://api.whatsapp.com/send?text=Tenuta+Macconi %0A%0A https://www.bereilvino.it/cantina/tenuta-macconi/,,https://www.bereilvino.it/cantina/tenuta-macconi/
Tenuta Macellaro,info@tenutamacellaro.com,Campania,Salerno,https://api.whatsapp.com/send?text=Tenuta+Macellaro %0A%0A https://www.bereilvino.it/cantina/tenuta-macellaro/,,https://www.bereilvino.it/cantina/tenuta-macellaro/
Tenuta Maffone,info@tenutamaffone.it,Liguria,Imperia,https://api.whatsapp.com/send?text=Tenuta+Maffone %0A%0A https://www.bereilvino.it/cantina/tenuta-maffone/,,https://www.bereilvino.it/cantina/tenuta-maffone/
Tenuta Maggiore,info@tenutamaggiore.it,Lombardia,Pavia,https://api.whatsapp.com/send?text=Tenuta+Maggiore %0A%0A https://www.bereilvino.it/cantina/tenuta-maggiore/,,https://www.bereilvino.it/cantina/tenuta-maggiore/
Tenuta Maiano,info@tenutamaiano.it,Toscana,Firenze,https://api.whatsapp.com/send?text=Tenuta+Maiano %0A%0A https://www.bereilvino.it/cantina/tenuta-maiano/,,https://www.bereilvino.it/cantina/tenuta-maiano/
Tenuta Mainardi,info@tenutamainardi.com,Campania,Salerno,https://api.whatsapp.com/send?text=Tenuta+Mainardi %0A%0A https://www.bereilvino.it/cantina/tenuta-mainardi/,,https://www.bereilvino.it/cantina/tenuta-mainardi/
Tenuta Malpaga,tenutamalpaga@malpaga.com,Lombardia,Pavia,https://api.whatsapp.com/send?text=Tenuta+Malpaga %0A%0A https://www.bereilvino.it/cantina/tenuta-malpaga/,,https://www.bereilvino.it/cantina/tenuta-malpaga/
Tenuta Mara,info@tenutamara.com,Emilia Romagna,Rimini,https://api.whatsapp.com/send?text=Tenuta+Mara %0A%0A https://www.bereilvino.it/cantina/tenuta-mara/,,https://www.bereilvino.it/cantina/tenuta-mara/
Tenuta Maraveja,info@tenutamaraveja.com,Veneto,Vicenza,https://api.whatsapp.com/send?text=Tenuta+Maraveja %0A%0A https://www.bereilvino.it/cantina/tenuta-maraveja/,,https://www.bereilvino.it/cantina/tenuta-maraveja/
Tenuta Marino,info@tenutamarino.it,Basilicata,Matera,https://api.whatsapp.com/send?text=Tenuta+Marino %0A%0A https://www.bereilvino.it/cantina/tenuta-marino/,,https://www.bereilvino.it/cantina/tenuta-marino/
Tenuta Maso Corno,info@tenutamasocorno.it,Trentino Alto Adige,Trento,https://api.whatsapp.com/send?text=Tenuta+Maso+Corno %0A%0A https://www.bereilvino.it/cantina/tenuta-maso-corno/,,https://www.bereilvino.it/cantina/tenuta-maso-corno/
Tenuta Matilde Zasso,info@tenutamatildezasso.it,Campania,Napoli,https://api.whatsapp.com/send?text=Tenuta+Matilde+Zasso %0A%0A https://www.bereilvino.it/cantina/tenuta-matilde-zasso/,,https://www.bereilvino.it/cantina/tenuta-matilde-zasso/
Tenuta Mezzotero,tenutamezzotero@gmail.com,Piemonte,Alessandria,https://api.whatsapp.com/send?text=Tenuta+Mezzotero %0A%0A https://www.bereilvino.it/cantina/tenuta-mezzotero/,,https://www.bereilvino.it/cantina/tenuta-mezzotero/
Tenuta Mocajo,info@mocajo.com,Toscana,Pisa,https://api.whatsapp.com/send?text=Tenuta+Mocajo %0A%0A https://www.bereilvino.it/cantina/tenuta-mocajo/,,https://www.bereilvino.it/cantina/tenuta-mocajo/
Tenuta Montanello,info@tenutamontanello.it,Piemonte,Cuneo,https://api.whatsapp.com/send?text=Tenuta+Montanello %0A%0A https://www.bereilvino.it/cantina/tenuta-montanello/,,https://www.bereilvino.it/cantina/tenuta-montanello/
Tenuta Montauto,info@montauto.org,Toscana,Grosseto,https://api.whatsapp.com/send?text=Tenuta+Montauto %0A%0A https://www.bereilvino.it/cantina/tenuta-montauto/,,https://www.bereilvino.it/cantina/tenuta-montauto/
Tenuta Monte Delma,info@montedelma.it,Lombardia,Brescia,https://api.whatsapp.com/send?text=Tenuta+Monte+Delma %0A%0A https://www.bereilvino.it/cantina/tenuta-monte-delma/,,https://www.bereilvino.it/cantina/tenuta-monte-delma/
Tenuta Monte Gorna,info@tenutamontegorna.it,Sicilia,Catania,https://api.whatsapp.com/send?text=Tenuta+Monte+Gorna %0A%0A https://www.bereilvino.it/cantina/tenuta-monte-gorna/,,https://www.bereilvino.it/cantina/tenuta-monte-gorna/
Tenuta Monte Ilice,info@tenutamonteilice.com,Sicilia,Catania,https://api.whatsapp.com/send?text=Tenuta+Monte+Ilice %0A%0A https://www.bereilvino.it/cantina/tenuta-monte-ilice/,,https://www.bereilvino.it/cantina/tenuta-monte-ilice/
Tenuta Montecatone,info@tenutamontecatone.com,Emilia Romagna,Bologna,https://api.whatsapp.com/send?text=Tenuta+Montecatone %0A%0A https://www.bereilvino.it/cantina/tenuta-montecatone/,,https://www.bereilvino.it/cantina/tenuta-montecatone/
Tenuta Montefantino,info@tenutamontefantino.it,Piemonte,Cuneo,https://api.whatsapp.com/send?text=Tenuta+Montefantino %0A%0A https://www.bereilvino.it/cantina/tenuta-montefantino/,,https://www.bereilvino.it/cantina/tenuta-montefantino/
Tenuta Montemagno,info@tenutamontemagno.it,Piemonte,Asti,https://api.whatsapp.com/send?text=Tenuta+Montemagno %0A%0A https://www.bereilvino.it/cantina/tenuta-montemagno/,,https://www.bereilvino.it/cantina/tenuta-montemagno/
Tenuta Montiani,info@tenutamontiani.it,Toscana,Firenze,https://api.whatsapp.com/send?text=Tenuta+Montiani %0A%0A https://www.bereilvino.it/cantina/tenuta-montiani/,,https://www.bereilvino.it/cantina/tenuta-montiani/
Tenuta Moraschi,olivieromoraschi@virgilio.it,Lombardia,Brescia,https://api.whatsapp.com/send?text=Tenuta+Moraschi %0A%0A https://www.bereilvino.it/cantina/tenuta-moraschi/,,https://www.bereilvino.it/cantina/tenuta-moraschi/
